araBAD	BBa_K185052	100.000	89	0	0	1	89	1209	1297	1.49e-042	165
araC	BBa_K906007	100.000	101	0	0	1	101	213	113	3.19e-049	187
araC	BBa_K845001	100.000	101	0	0	1	101	318	218	3.19e-049	187
araC	BBa_K821004	100.000	101	0	0	1	101	1234	1134	3.19e-049	187
araC	BBa_K607040	100.000	101	0	0	1	101	93	193	3.19e-049	187
araC	BBa_K2457000	100.000	101	0	0	1	101	1181	1081	3.19e-049	187
araC	BBa_K2442101	100.000	101	0	0	1	101	215	115	3.19e-049	187
araC	BBa_K2380027	100.000	101	0	0	1	101	1118	1018	3.19e-049	187
araC	BBa_K2120100	100.000	101	0	0	1	101	92	192	3.19e-049	187
araC	BBa_K2082112	100.000	101	0	0	1	101	1118	1018	3.19e-049	187
araC	BBa_K2003030	100.000	101	0	0	1	101	1118	1018	3.19e-049	187
argI	BBa_K1954009	93.151	73	0	4	29	101	1	68	1.19e-023	102
aroF	BBa_K1500999	100.000	101	0	0	1	101	75	175	3.19e-049	187
aroL	BBa_K362006	100.000	101	0	0	1	101	227	327	3.19e-049	187
arsR	BBa_K549012	100.000	101	0	0	1	101	28	128	3.19e-049	187
arsR	BBa_J33100	100.000	101	0	0	1	101	28	128	3.19e-049	187
arsR	BBa_K190023	100.000	81	0	0	5	85	1	81	4.19e-038	150
arsR	BBa_K190015	100.000	71	0	0	5	75	1	71	1.52e-032	132
arsR	BBa_J15301	100.000	69	0	0	1	69	59	127	1.96e-031	128
aspA	BBa_J100175	100.000	58	0	0	18	75	1	58	2.55e-025	108
betI	BBa_J54130	100.000	41	0	0	36	76	6	46	7.20e-016	76.8
betT	BBa_J54130	100.000	41	0	0	16	56	46	6	7.20e-016	76.8
cadB	BBa_K1111003	100.000	101	0	0	1	101	331	431	3.19e-049	187
cadB	BBa_K112406	100.000	90	0	0	1	90	2258	2347	4.16e-043	167
cadB	BBa_K112405	100.000	90	0	0	1	90	281	370	4.16e-043	167
cadB	BBa_M36245	100.000	86	0	0	16	101	1	86	6.95e-041	159
cadB	BBa_J100071	100.000	75	0	0	1	75	260	334	9.06e-035	139
cadC	BBa_K112406	100.000	101	0	0	1	101	401	501	3.19e-049	187
caiF	BBa_K398326	100.000	51	0	0	24	74	1	51	1.99e-021	95.3
cps	BBa_K2505006	100.000	101	0	0	1	101	246	346	3.19e-049	187
csgB	BBa_K342000	100.000	70	0	0	8	77	1	70	5.45e-032	130
cspAP1	BBa_K641021	100.000	101	0	0	1	101	226	326	3.19e-049	187
cspAP1	BBa_K328001	100.000	101	0	0	1	101	75	175	3.19e-049	187
cspAP1	BBa_K1949000	100.000	101	0	0	1	101	31	131	3.19e-049	187
cspAP1	BBa_K328000	100.000	96	0	0	1	96	75	170	1.92e-046	178
cspAP1	BBa_K2282003	100.000	39	0	0	30	68	1	39	9.32e-015	73.1
cspAP2	BBa_K641021	100.000	101	0	0	1	101	277	377	3.19e-049	187
cspAP2	BBa_K328001	100.000	101	0	0	1	101	126	226	3.19e-049	187
cspAP2	BBa_K1949000	99.010	101	1	0	1	101	82	182	1.48e-047	182
cspAP2	BBa_K328003	100.000	74	0	0	28	101	1	74	3.26e-034	137
cspAP2	BBa_K328004	100.000	61	0	0	41	101	1	61	5.49e-027	113
cspAP2	BBa_K328000	100.000	45	0	0	1	45	126	170	4.31e-018	84.2
cya	BBa_J22052	100.000	65	0	0	23	87	1	65	3.28e-029	121
cydA	BBa_J100075	100.000	83	0	0	1	83	76	158	3.24e-039	154
cydA	BBa_J100076	100.000	76	0	0	1	76	76	151	2.52e-035	141
cydA	BBa_J100099	100.000	64	0	0	12	75	1	64	1.18e-028	119
cysJIH	BBa_K641035	100.000	101	0	0	1	101	442	542	3.19e-049	187
dapA	BBa_I718018	100.000	81	0	0	16	96	1	81	4.19e-038	150
dapB	BBa_J100299	100.000	36	0	0	41	76	12	47	4.34e-013	67.6
deoP2	BBa_J100298	100.000	54	0	0	22	75	1	54	4.28e-023	100
dnaAP1	BBa_K1051401	100.000	101	0	0	1	101	30	130	3.19e-049	187
dnaAP1	BBa_K1051400	100.000	101	0	0	1	101	30	130	3.19e-049	187
dnaAP2	BBa_K1051400	100.000	101	0	0	1	101	111	211	3.19e-049	187
dnaAP2	BBa_K1051401	100.000	74	0	0	1	74	111	184	3.26e-034	137
dnaKP1	BBa_J100033	100.000	101	0	0	1	101	1	101	3.19e-049	187
dnaKP1	BBa_K1895002	100.000	89	0	0	13	101	1	89	1.49e-042	165
dnaKP2	BBa_K1895002	100.000	101	0	0	1	101	65	165	3.19e-049	187
dnaKP2	BBa_J100387	100.000	50	0	0	29	78	5	54	7.15e-021	93.5
dnaQP2	BBa_J100125	100.000	52	0	0	50	101	1	52	5.53e-022	97.1
emrR	BBa_J54120	100.000	40	0	0	37	76	6	45	2.59e-015	75.0
fabA	BBa_K112402	100.000	101	0	0	1	101	4	104	3.19e-049	187
fabB	BBa_K1402009	100.000	60	0	0	16	75	1	60	1.97e-026	111
fadBA	BBa_J100067	100.000	85	0	0	16	100	1	85	2.50e-040	158
fadBA	BBa_K1112000	100.000	83	0	0	16	98	1	83	3.24e-039	154
fadBA	BBa_K1112000	100.000	51	0	0	1	51	294	344	1.99e-021	95.3
fadBA	BBa_J100068	100.000	61	0	0	16	76	1	61	5.49e-027	113
fadL	BBa_K641012	100.000	101	0	0	1	101	353	453	3.19e-049	187
fadL	BBa_K861062	100.000	45	0	0	51	95	33	77	4.31e-018	84.2
fadL	BBa_K861060	100.000	44	0	0	51	94	33	76	1.55e-017	82.4
fdhF	BBa_J61043	100.000	101	0	0	1	101	124	224	3.19e-049	187
fdhF	BBa_K387006	100.000	99	0	0	3	101	1	99	4.13e-048	183
fdhF	BBa_K387003	100.000	99	0	0	3	101	1	99	4.13e-048	183
fdhF	BBa_K2358000	100.000	99	0	0	3	101	1	99	4.13e-048	183
fecA	BBa_K257000	100.000	96	0	0	6	101	1	96	1.92e-046	178
fecA	BBa_K367009	100.000	86	0	0	16	101	1	86	6.95e-041	159
fecA	BBa_K367007	100.000	86	0	0	16	101	1	86	6.95e-041	159
fecA	BBa_J07019	100.000	86	0	0	16	101	1	86	6.95e-041	159
fecA	BBa_I731004	100.000	86	0	0	16	101	1	86	6.95e-041	159
fepA	BBa_K1163107	100.000	101	0	0	1	101	230	130	3.19e-049	187
fepA	BBa_K1163104	100.000	101	0	0	1	101	71	171	3.19e-049	187
fes	BBa_K1163107	100.000	101	0	0	1	101	98	198	3.19e-049	187
fes	BBa_K1163104	100.000	101	0	0	1	101	203	103	3.19e-049	187
flaA	BBa_K136009	100.000	101	0	0	1	101	44	144	3.19e-049	187
fliAP1	BBa_K136010	99.010	101	1	0	1	101	207	307	1.48e-047	182
ftsQP1	BBa_K112319	100.000	101	0	0	1	101	29	129	3.19e-049	187
ftsQP1	BBa_K1051404	100.000	101	0	0	1	101	123	223	3.19e-049	187
ftsQP1	BBa_K1051405	100.000	76	0	0	1	76	123	198	2.52e-035	141
ftsQP2	BBa_K1051404	100.000	98	0	0	4	101	1	98	1.48e-047	182
ftsQP2	BBa_K1051405	100.000	98	0	0	4	101	1	98	1.48e-047	182
galP1	BBa_J100039	100.000	75	0	0	1	75	1	75	9.06e-035	139
galP2	BBa_J100039	100.000	75	0	0	6	80	1	75	9.06e-035	139
gapAP1	BBa_J100233	98.246	57	0	1	20	76	1	56	1.54e-022	99.0
gcvR	BBa_I718018	100.000	41	0	0	1	41	41	1	7.20e-016	76.8
glnAP1	BBa_K2287001	97.297	74	2	0	28	101	26	99	7.05e-031	126
glnAP1	BBa_J64979	100.000	63	0	0	39	101	1	63	4.24e-028	117
glnAP1	BBa_K622005	100.000	63	0	0	39	101	2	64	4.24e-028	117
glnAP2	BBa_K2287001	100.000	92	0	0	1	92	114	205	3.21e-044	171
glnAP2	BBa_J64979	100.000	77	0	0	1	77	75	151	7.00e-036	143
glnAP2	BBa_K622005	100.000	68	0	0	1	68	76	143	7.05e-031	126
glnAP2	BBa_J100124	100.000	66	0	0	10	75	1	66	9.12e-030	122
glnAP2	BBa_K2066544	100.000	30	0	0	38	67	1	30	9.39e-010	56.5
glnHP2	BBa_K2287002	100.000	84	0	0	1	84	109	192	9.00e-040	156
glnS	BBa_J70586	99.010	101	1	0	1	101	30	130	1.48e-047	182
glnS	BBa_J70615	100.000	48	0	0	26	73	1	48	9.25e-020	89.8
glnS	BBa_J70617	97.959	49	1	0	26	74	1	49	1.20e-018	86.1
glnS	BBa_J70619	95.833	48	1	1	26	73	1	47	7.20e-016	76.8
glnS	BBa_K088007	100.000	38	0	0	57	94	1	38	3.35e-014	71.3
glpACB	BBa_J72163	100.000	53	0	0	1	53	53	1	1.54e-022	99.0
glpTQ	BBa_J72163	100.000	96	0	0	1	96	35	130	1.92e-046	178
groE	BBa_K873002	100.000	47	0	0	30	76	1	47	3.33e-019	87.9
groE	BBa_M50018	100.000	36	0	0	32	67	1	36	4.34e-013	67.6
grpE	BBa_K338002	100.000	94	0	0	1	94	5	98	2.48e-045	174
grpE	BBa_K338001	100.000	94	0	0	1	94	5	98	2.48e-045	174
grpE	BBa_K112400	100.000	94	0	0	1	94	5	98	2.48e-045	174
gyrA	BBa_M36156	98.649	74	0	1	28	101	1	73	5.45e-032	130
gyrB	BBa_K1051402	100.000	101	0	0	1	101	83	183	3.19e-049	187
gyrB	BBa_K1051403	100.000	76	0	0	1	76	83	158	2.52e-035	141
hisS	BBa_K1088015	100.000	32	0	0	1	32	4438	4469	7.26e-011	60.2
hns	BBa_K112701	99.010	101	1	0	1	101	512	612	1.48e-047	182
htpGP1	BBa_K1895003	100.000	101	0	0	1	101	186	286	3.19e-049	187
htpGP1	BBa_J45504	100.000	101	0	0	1	101	186	286	3.19e-049	187
htpGP2	BBa_J45504	100.000	101	0	0	1	101	195	295	3.19e-049	187
htpGP2	BBa_K1895003	100.000	93	0	0	1	93	195	287	8.93e-045	172
htrA	BBa_K239000	100.000	76	0	0	1	76	158	233	2.52e-035	141
hypB	BBa_K239002	100.000	76	0	0	1	76	85	160	2.52e-035	141
hypB	BBa_K239003	93.421	76	3	1	1	76	85	158	1.97e-026	111
ibpB	BBa_K339010	98.864	88	0	1	14	101	1	87	9.00e-040	156
ibpB	BBa_K1387005	98.864	88	0	1	14	101	1	87	9.00e-040	156
ibpB	BBa_K1387004	98.864	88	0	1	14	101	1	87	9.00e-040	156
ibpB	BBa_K1387003	98.864	88	0	1	14	101	1	87	9.00e-040	156
ibpB	BBa_K239007	100.000	77	0	0	1	77	283	359	7.00e-036	143
lac	BBa_K817032	100.000	101	0	0	1	101	2403	2503	3.19e-049	187
lac	BBa_K817031	100.000	101	0	0	1	101	2406	2506	3.19e-049	187
lac	BBa_K812056	100.000	101	0	0	1	101	121	221	3.19e-049	187
lac	BBa_K772104	100.000	101	0	0	1	101	98	198	3.19e-049	187
lac	BBa_K549005	100.000	101	0	0	1	101	98	198	3.19e-049	187
lac	BBa_K549004	100.000	101	0	0	1	101	98	198	3.19e-049	187
lac	BBa_K541504	100.000	101	0	0	1	101	98	198	3.19e-049	187
lac	BBa_K541504	100.000	101	0	0	1	101	324	424	3.19e-049	187
lac	BBa_K389050	100.000	101	0	0	1	101	1498	1598	3.19e-049	187
lac	BBa_K310027	100.000	101	0	0	1	101	98	198	3.19e-049	187
lac	BBa_K310025	100.000	101	0	0	1	101	98	198	3.19e-049	187
lac	BBa_K310025	100.000	101	0	0	1	101	306	406	3.19e-049	187
lacI	BBa_K1695053	98.750	80	1	0	22	101	1	80	7.00e-036	143
lacI	BBa_K1695000	98.750	80	1	0	22	101	1	80	7.00e-036	143
lacI	BBa_K094140	98.718	78	1	0	24	101	1	78	9.06e-035	139
lacI	BBa_K2308014	98.684	76	1	0	26	101	1	76	1.17e-033	135
lacI	BBa_K1616019	97.368	76	2	0	26	101	1670	1745	5.45e-032	130
lacI	BBa_K1075044	97.368	76	2	0	26	101	1882	1807	5.45e-032	130
lacI	BBa_K731300	100.000	67	0	0	35	101	1153	1087	2.54e-030	124
lacI	BBa_K731500	100.000	67	0	0	35	101	1152	1086	2.54e-030	124
lacI	BBa_K091110	100.000	56	0	0	22	77	1	56	3.30e-024	104
lacI	BBa_J119121	100.000	56	0	0	22	77	1	56	3.30e-024	104
lexA	BBa_M36051	100.000	89	0	0	1	89	7	95	1.49e-042	165
lexA	BBa_K656000	100.000	89	0	0	1	89	7	95	1.49e-042	165
lexA	BBa_K1437004	100.000	43	0	0	56	98	1	43	5.57e-017	80.5
lexA	BBa_K1437004	100.000	43	0	0	56	98	44	86	5.57e-017	80.5
lexA	BBa_K1437004	100.000	43	0	0	56	98	87	129	5.57e-017	80.5
lexA	BBa_K1437004	100.000	43	0	0	56	98	130	172	5.57e-017	80.5
lexA	BBa_K1437004	100.000	43	0	0	56	98	173	215	5.57e-017	80.5
lexA	BBa_K1437004	100.000	43	0	0	56	98	216	258	5.57e-017	80.5
lexA	BBa_K1437004	100.000	43	0	0	56	98	259	301	5.57e-017	80.5
lexA	BBa_K1437004	100.000	43	0	0	56	98	302	344	5.57e-017	80.5
lpp	BBa_J70585	100.000	54	0	0	25	78	1	54	4.28e-023	100
lpp	BBa_K199106	100.000	49	0	0	28	76	1	49	2.57e-020	91.6
lpp	BBa_K1231005	100.000	45	0	0	28	72	164	208	4.31e-018	84.2
lpp	BBa_K1231004	100.000	45	0	0	28	72	164	208	4.31e-018	84.2
lpp	BBa_K1231003	100.000	45	0	0	28	72	164	208	4.31e-018	84.2
malE	BBa_K641038	100.000	101	0	0	1	101	168	68	3.19e-049	187
malE	BBa_K641016	100.000	101	0	0	1	101	337	437	3.19e-049	187
malE	BBa_K180000	100.000	31	0	0	71	101	1398	1428	2.61e-010	58.4
malK	BBa_K641038	100.000	101	0	0	1	101	290	390	3.19e-049	187
malK	BBa_K641016	100.000	101	0	0	1	101	215	115	3.19e-049	187
malPQ	BBa_K641015	100.000	101	0	0	1	101	899	999	3.19e-049	187
malT	BBa_K641015	100.000	101	0	0	1	101	535	435	3.19e-049	187
malT	BBa_J03007	100.000	101	0	0	1	101	77	177	3.19e-049	187
narG	BBa_M33001	100.000	101	0	0	1	101	32	132	3.19e-049	187
narG	BBa_K1155005	100.000	101	0	0	1	101	13	113	3.19e-049	187
narG	BBa_M1634	100.000	63	0	0	9	71	1	63	4.24e-028	117
narG	BBa_K239004	100.000	52	0	0	18	69	1	52	5.53e-022	97.1
narKP1	BBa_K1155006	100.000	100	0	0	1	100	91	190	1.15e-048	185
narKP1	BBa_K239006	100.000	75	0	0	1	75	15	89	9.06e-035	139
narKP1	BBa_K239005	100.000	75	0	0	1	75	65	139	9.06e-035	139
nirB	BBa_K905000	100.000	99	0	0	1	99	309	407	4.13e-048	183
nirB	BBa_K1155004	100.000	96	0	0	1	96	110	205	1.92e-046	178
nirB	BBa_M36356	100.000	75	0	0	1	75	76	150	9.06e-035	139
nrd	BBa_K2070012	100.000	101	0	0	1	101	104	204	3.19e-049	187
nrd	BBa_K847211	100.000	101	0	0	1	101	104	204	3.19e-049	187
ompC	BBa_K199018	100.000	101	0	0	1	101	24	124	3.19e-049	187
ompC	BBa_K1593207	100.000	95	0	0	1	95	95	1	6.91e-046	176
ompC	BBa_K737067	100.000	77	0	0	1	77	33	109	7.00e-036	143
ompC	BBa_K199017	100.000	76	0	0	1	76	24	99	2.52e-035	141
ompC	BBa_K1132008	100.000	76	0	0	1	76	325	400	2.52e-035	141
ompC	BBa_R0082	100.000	76	0	0	1	76	33	108	2.52e-035	141
ompC	BBa_J13210	100.000	76	0	0	1	76	170	245	2.52e-035	141
ompC	BBa_K1913023	97.778	45	1	0	32	76	85	129	2.00e-016	78.7
ompC	BBa_I761011	100.000	41	0	0	1	41	255	295	7.20e-016	76.8
ompC	BBa_I761001	100.000	41	0	0	1	41	22	62	7.20e-016	76.8
ompF	BBa_R0084	100.000	76	0	0	1	76	33	108	2.52e-035	141
ompF	BBa_K116500	100.000	75	0	0	1	75	52	126	9.06e-035	139
ompF	BBa_K1766001	94.118	34	2	0	68	101	28	61	1.21e-008	52.8
oppA	BBa_K641019	100.000	101	0	0	1	101	616	716	3.19e-049	187
oxyR	BBa_K362003	100.000	101	0	0	1	101	893	993	3.19e-049	187
phoA	BBa_K322115	100.000	101	0	0	1	101	46	146	3.19e-049	187
phoA	BBa_K1682012	100.000	85	0	0	16	100	1	85	2.50e-040	158
phoA	BBa_K1139200	100.000	81	0	0	16	96	1	81	4.19e-038	150
phoA	BBa_K248000	100.000	76	0	0	26	101	1	76	2.52e-035	141
phoA	BBa_J100030	100.000	76	0	0	1	76	1	76	2.52e-035	141
phoB	BBa_K2512002	100.000	101	0	0	1	101	386	486	3.19e-049	187
phoB	BBa_K116401	100.000	101	0	0	1	101	386	486	3.19e-049	187
phoB	BBa_K737023	100.000	91	0	0	1	91	2	92	1.16e-043	169
phoE	BBa_K641010	100.000	101	0	0	1	101	463	363	3.19e-049	187
ppsA	BBa_K1373010	100.000	101	0	0	1	101	47	147	3.19e-049	187
proUP1	BBa_K641011	100.000	101	0	0	1	101	316	416	3.19e-049	187
proUP1	BBa_K220004	100.000	101	0	0	1	101	11	111	3.19e-049	187
proUP1	BBa_K2467004	100.000	50	0	0	52	101	1	50	7.15e-021	93.5
proUP1	BBa_K2467001	100.000	50	0	0	52	101	1	50	7.15e-021	93.5
proUP2	BBa_K641011	100.000	101	0	0	1	101	352	452	3.19e-049	187
proUP2	BBa_K220004	100.000	101	0	0	1	101	47	147	3.19e-049	187
proUP2	BBa_K2467004	100.000	86	0	0	16	101	1	86	6.95e-041	159
proUP2	BBa_K2467001	100.000	86	0	0	16	101	1	86	6.95e-041	159
proUP3	BBa_K641011	100.000	101	0	0	1	101	508	608	3.19e-049	187
proUP3	BBa_K2467001	100.000	101	0	0	1	101	142	242	3.19e-049	187
proUP3	BBa_K220004	100.000	101	0	0	1	101	203	303	3.19e-049	187
proUP3	BBa_K2467004	95.050	101	5	0	1	101	142	242	6.95e-041	159
proUP3	BBa_J100032	100.000	75	0	0	1	75	16	90	9.06e-035	139
proUP3	BBa_J100386	100.000	38	0	0	38	75	5	42	3.35e-014	71.3
ptsP0	BBa_K1096003	98.485	66	0	1	37	101	1	66	1.53e-027	115
ptsPx	BBa_K1096003	98.571	70	0	1	31	99	1	70	9.12e-030	122
recA	BBa_K1407099	100.000	101	0	0	1	101	125	225	3.19e-049	187
recA	BBa_K112401	100.000	101	0	0	1	101	116	216	3.19e-049	187
recA	BBa_K629001	100.000	92	0	0	10	101	1	92	3.21e-044	171
recA	BBa_J22126	100.000	79	0	0	23	101	1	79	5.41e-037	147
recA	BBa_J22106	100.000	79	0	0	23	101	1	79	5.41e-037	147
recA	BBa_K819002	97.531	81	2	0	15	95	1	81	9.06e-035	139
recA	BBa_I714928	100.000	62	0	0	16	77	33	94	1.53e-027	115
recA	BBa_I714927	100.000	62	0	0	16	77	33	94	1.53e-027	115
recA	BBa_I714929	100.000	60	0	0	16	75	33	92	1.97e-026	111
recA	BBa_I714925	93.548	62	4	0	16	77	33	94	7.15e-021	93.5
rha	BBa_J72072	100.000	101	0	0	1	101	1872	1772	3.19e-049	187
rha	BBa_K902065	100.000	75	0	0	1	75	75	1	9.06e-035	139
rnh	BBa_J100125	100.000	36	0	0	66	101	61	26	4.34e-013	67.6
rpmHP1	BBa_K1051401	100.000	28	0	0	1	28	28	1	1.21e-008	52.8
rpmHP1	BBa_K1051400	100.000	28	0	0	1	28	28	1	1.21e-008	52.8
rpmHP3	BBa_K1051401	100.000	76	0	0	1	76	76	1	2.52e-035	141
rpmHP3	BBa_K1051400	100.000	76	0	0	1	76	76	1	2.52e-035	141
rpoDPb	BBa_J100029	100.000	50	0	0	52	101	1	50	7.15e-021	93.5
rpoDPhs	BBa_J100029	100.000	76	0	0	1	76	1	76	2.52e-035	141
rpoDPhs	BBa_J100184	100.000	48	0	0	29	76	5	52	9.25e-020	89.8
rpoDPhs	BBa_K817050	100.000	47	0	0	29	75	1	47	3.33e-019	87.9
rpsJ	BBa_K1987032	100.000	91	0	0	11	101	1	91	1.16e-043	169
sodA	BBa_K362004	100.000	101	0	0	1	101	873	973	3.19e-049	187
sodA	BBa_K2272001	100.000	101	0	0	1	101	13	113	3.19e-049	187
soxR	BBa_K1593208	100.000	101	0	0	1	101	121	221	3.19e-049	187
soxR	BBa_K387006	100.000	85	0	0	13	97	745	829	2.50e-040	158
soxR	BBa_K387004	100.000	85	0	0	13	97	638	722	2.50e-040	158
soxR	BBa_K387001	100.000	85	0	0	13	97	1	85	2.50e-040	158
soxR	BBa_K223044	100.000	62	0	0	35	96	755	694	1.53e-027	115
soxR	BBa_K223041	100.000	62	0	0	35	96	84	23	1.53e-027	115
soxR	BBa_K554000	100.000	62	0	0	35	96	62	1	1.53e-027	115
soxS	BBa_K1593208	100.000	101	0	0	1	101	247	147	3.19e-049	187
soxS	BBa_K387006	100.000	71	0	0	31	101	829	759	1.52e-032	132
soxS	BBa_K387006	97.143	35	1	0	1	35	159	125	7.26e-011	60.2
soxS	BBa_K387004	100.000	71	0	0	31	101	722	652	1.52e-032	132
soxS	BBa_K387004	97.143	35	1	0	1	35	52	18	7.26e-011	60.2
soxS	BBa_K387001	100.000	71	0	0	31	101	85	15	1.52e-032	132
soxS	BBa_K223044	100.000	62	0	0	32	93	694	755	1.53e-027	115
soxS	BBa_K223044	100.000	30	0	0	1	30	70	41	9.39e-010	56.5
soxS	BBa_K223041	100.000	62	0	0	32	93	23	84	1.53e-027	115
soxS	BBa_K554000	100.000	62	0	0	32	93	1	62	1.53e-027	115
sucABP2	BBa_K136010	100.000	29	0	0	17	45	63	35	3.38e-009	54.7
sulA	BBa_I714936	100.000	87	0	0	9	95	28	114	1.93e-041	161
sulA	BBa_I714935	100.000	87	0	0	9	95	28	114	1.93e-041	161
sulA	BBa_I714933	100.000	87	0	0	9	95	28	114	1.93e-041	161
sulA	BBa_K819017	97.531	81	2	0	14	94	1	81	9.06e-035	139
sulA	BBa_I714939	100.000	67	0	0	29	95	48	114	2.54e-030	124
sulA	BBa_I714938	100.000	67	0	0	29	95	48	114	2.54e-030	124
sulA	BBa_I714937	100.000	67	0	0	29	95	48	114	2.54e-030	124
sulA	BBa_K656001	100.000	63	0	0	37	99	1	63	4.24e-028	117
sulA	BBa_J100244	96.667	60	2	0	26	85	1	60	4.28e-023	100
sulA	BBa_K518010	100.000	52	0	0	34	85	1	52	5.53e-022	97.1
trp	BBa_K191007	100.000	85	0	0	16	100	1	85	2.50e-040	158
trp	BBa_K1592022	97.647	85	2	0	16	100	1	85	5.41e-037	147
trp	BBa_K1592021	97.647	85	2	0	16	100	1	85	5.41e-037	147
trp	BBa_K1592020	97.647	85	2	0	16	100	1	85	5.41e-037	147
trp	BBa_K223051	94.118	85	5	0	1	85	64	148	5.45e-032	130
trp	BBa_K180000	100.000	56	0	0	1	56	1287	1342	3.30e-024	104
trp	BBa_J100394	100.000	55	0	0	22	76	1	55	1.19e-023	102
trp	BBa_K588001	100.000	49	0	0	36	84	1	49	2.57e-020	91.6
trp	BBa_K360023	100.000	49	0	0	36	84	1	49	2.57e-020	91.6
trp	BBa_J119123	100.000	49	0	0	36	84	1	49	2.57e-020	91.6
ugpP1	BBa_K737026	100.000	94	0	0	1	94	111	204	2.48e-045	174
ugpP2	BBa_K737026	100.000	101	0	0	1	101	63	163	3.19e-049	187
umu	BBa_K2244012	100.000	42	0	0	5	46	1	42	2.00e-016	78.7
umu	BBa_K1673304	95.745	47	2	0	41	87	4	50	7.20e-016	76.8
upp	BBa_J100305	100.000	56	0	0	20	75	1	56	3.30e-024	104
upp	BBa_J119404	100.000	40	0	0	36	75	1	40	2.59e-015	75.0
upp	BBa_J119408	95.122	41	2	0	36	76	1	41	1.56e-012	65.8
upp	BBa_J119407	100.000	29	0	0	36	64	1	29	3.38e-009	54.7
upp	BBa_J119405	100.000	28	0	0	49	76	8	35	1.21e-008	52.8
